date,product_id,product_name,category,quantity,unit_price,revenue,cost
2026-02-14,P013,Almond Milk 1L,Dairy,10,3.99,39.9,24.0
2026-02-14,P014,Croissants (4pk),Bakery,6,5.49,32.94,16.8
2026-02-14,P015,Energy Drink Can,Beverages,16,2.99,47.84,19.2
2026-02-15,P001,Whole Milk 1L,Dairy,12,3.49,41.88,25.2
2026-02-15,P002,Sourdough Bread,Bakery,15,4.99,74.85,37.5
2026-02-15,P003,Organic Eggs (12pk),Dairy,12,5.99,71.88,42.0
2026-02-15,P004,Archi POP's Chips (4pk),Snacks,5,6.49,32.45,16.0
2026-02-15,P005,Cold Brew Coffee,Beverages,11,4.29,47.19,19.8
2026-02-15,P006,Greek Yogurt 500g,Dairy,13,3.99,51.87,28.6
2026-02-15,P007,Sparkling Water (6pk),Beverages,17,5.49,93.33,47.6
2026-02-15,P008,Dark Chocolate Bar,Snacks,5,3.29,16.45,7.5
2026-02-15,P009,Fresh Orange Juice 1L,Beverages,11,4.79,52.69,28.6
2026-02-15,P010,Winter Scarf (Wool),Seasonal,9,19.99,179.91,72.0
2026-02-15,P011,Summer Hat (Straw),Seasonal,1,14.99,14.99,5.5
2026-02-15,P012,Trail Mix 250g,Snacks,4,4.49,17.96,9.2
2026-02-15,P013,Almond Milk 1L,Dairy,13,3.99,51.87,31.2
2026-02-15,P014,Croissants (4pk),Bakery,11,5.49,60.39,30.8
2026-02-15,P015,Energy Drink Can,Beverages,20,2.99,59.8,24.0
2026-02-16,P001,Whole Milk 1L,Dairy,8,3.49,27.92,16.8
2026-02-16,P002,Sourdough Bread,Bakery,4,4.99,19.96,10.0
2026-02-16,P003,Organic Eggs (12pk),Dairy,9,5.99,53.91,31.5
2026-02-16,P004,Archi POP's Chips (4pk),Snacks,2,6.49,12.98,6.4
2026-02-16,P005,Cold Brew Coffee,Beverages,9,4.29,38.61,16.2
2026-02-16,P006,Greek Yogurt 500g,Dairy,6,3.99,23.94,13.2
2026-02-16,P007,Sparkling Water (6pk),Beverages,5,5.49,27.45,14.0
2026-02-16,P008,Dark Chocolate Bar,Snacks,4,3.29,13.16,6.0
2026-02-16,P009,Fresh Orange Juice 1L,Beverages,11,4.79,52.69,28.6
2026-02-16,P010,Winter Scarf (Wool),Seasonal,4,19.99,79.96,32.0
2026-02-16,P012,Trail Mix 250g,Snacks,3,4.49,13.47,6.9
2026-02-16,P013,Almond Milk 1L,Dairy,14,3.99,55.86,33.6
2026-02-16,P014,Croissants (4pk),Bakery,8,5.49,43.92,22.4
2026-02-16,P015,Energy Drink Can,Beverages,7,2.99,20.93,8.4
2026-02-17,P001,Whole Milk 1L,Dairy,9,3.49,31.41,18.9
2026-02-17,P002,Sourdough Bread,Bakery,5,4.99,24.95,12.5
2026-02-17,P003,Organic Eggs (12pk),Dairy,9,5.99,53.91,31.5
2026-02-17,P004,Archi POP's Chips (4pk),Snacks,3,6.49,19.47,9.6
2026-02-17,P005,Cold Brew Coffee,Beverages,15,4.29,64.35,27.0
2026-02-17,P006,Greek Yogurt 500g,Dairy,1,3.99,3.99,2.2
2026-02-17,P007,Sparkling Water (6pk),Beverages,15,5.49,82.35,42.0
2026-02-17,P008,Dark Chocolate Bar,Snacks,4,3.29,13.16,6.0
2026-02-17,P009,Fresh Orange Juice 1L,Beverages,6,4.79,28.74,15.6
2026-02-17,P010,Winter Scarf (Wool),Seasonal,3,19.99,59.97,24.0
2026-02-17,P012,Trail Mix 250g,Snacks,5,4.49,22.45,11.5
2026-02-17,P013,Almond Milk 1L,Dairy,8,3.99,31.92,19.2
2026-02-17,P014,Croissants (4pk),Bakery,6,5.49,32.94,16.8
2026-02-17,P015,Energy Drink Can,Beverages,10,2.99,29.9,12.0
2026-02-18,P001,Whole Milk 1L,Dairy,4,3.49,13.96,8.4
2026-02-18,P002,Sourdough Bread,Bakery,4,4.99,19.96,10.0
2026-02-18,P003,Organic Eggs (12pk),Dairy,10,5.99,59.9,35.0
2026-02-18,P004,Archi POP's Chips (4pk),Snacks,1,6.49,6.49,3.2
2026-02-18,P005,Cold Brew Coffee,Beverages,15,4.29,64.35,27.0
2026-02-18,P006,Greek Yogurt 500g,Dairy,7,3.99,27.93,15.4
2026-02-18,P007,Sparkling Water (6pk),Beverages,12,5.49,65.88,33.6
2026-02-18,P008,Dark Chocolate Bar,Snacks,6,3.29,19.74,9.0
2026-02-18,P009,Fresh Orange Juice 1L,Beverages,20,4.79,95.8,52.0
2026-02-18,P010,Winter Scarf (Wool),Seasonal,6,19.99,119.94,48.0
2026-02-18,P011,Summer Hat (Straw),Seasonal,1,14.99,14.99,5.5
2026-02-18,P012,Trail Mix 250g,Snacks,5,4.49,22.45,11.5
2026-02-18,P013,Almond Milk 1L,Dairy,4,3.99,15.96,9.6
2026-02-18,P014,Croissants (4pk),Bakery,12,5.49,65.88,33.6
2026-02-18,P015,Energy Drink Can,Beverages,13,2.99,38.87,15.6
2026-02-19,P001,Whole Milk 1L,Dairy,9,3.49,31.41,18.9
2026-02-19,P002,Sourdough Bread,Bakery,6,4.99,29.94,15.0
2026-02-19,P003,Organic Eggs (12pk),Dairy,7,5.99,41.93,24.5
2026-02-19,P004,Archi POP's Chips (4pk),Snacks,8,6.49,51.92,25.6
2026-02-19,P005,Cold Brew Coffee,Beverages,14,4.29,60.06,25.2
2026-02-19,P006,Greek Yogurt 500g,Dairy,6,3.99,23.94,13.2
2026-02-19,P007,Sparkling Water (6pk),Beverages,13,5.49,71.37,36.4
2026-02-19,P008,Dark Chocolate Bar,Snacks,3,3.29,9.87,4.5
2026-02-19,P009,Fresh Orange Juice 1L,Beverages,12,4.79,57.48,31.2
2026-02-19,P010,Winter Scarf (Wool),Seasonal,7,19.99,139.93,56.0
2026-02-19,P012,Trail Mix 250g,Snacks,4,4.49,17.96,9.2
2026-02-19,P013,Almond Milk 1L,Dairy,10,3.99,39.9,24.0
2026-02-19,P014,Croissants (4pk),Bakery,8,5.49,43.92,22.4
2026-02-19,P015,Energy Drink Can,Beverages,13,2.99,38.87,15.6
2026-02-20,P001,Whole Milk 1L,Dairy,7,3.49,24.43,14.7
2026-02-20,P002,Sourdough Bread,Bakery,3,4.99,14.97,7.5
2026-02-20,P003,Organic Eggs (12pk),Dairy,10,5.99,59.9,35.0
2026-02-20,P004,Archi POP's Chips (4pk),Snacks,2,6.49,12.98,6.4
2026-02-20,P005,Cold Brew Coffee,Beverages,13,4.29,55.77,23.4
2026-02-20,P006,Greek Yogurt 500g,Dairy,5,3.99,19.95,11.0
2026-02-20,P007,Sparkling Water (6pk),Beverages,10,5.49,54.9,28.0
2026-02-20,P008,Dark Chocolate Bar,Snacks,6,3.29,19.74,9.0
2026-02-20,P009,Fresh Orange Juice 1L,Beverages,12,4.79,57.48,31.2
2026-02-20,P010,Winter Scarf (Wool),Seasonal,8,19.99,159.92,64.0
2026-02-20,P011,Summer Hat (Straw),Seasonal,1,14.99,14.99,5.5
2026-02-20,P012,Trail Mix 250g,Snacks,5,4.49,22.45,11.5
2026-02-20,P013,Almond Milk 1L,Dairy,5,3.99,19.95,12.0
2026-02-20,P014,Croissants (4pk),Bakery,12,5.49,65.88,33.6
2026-02-20,P015,Energy Drink Can,Beverages,12,2.99,35.88,14.4
2026-02-21,P001,Whole Milk 1L,Dairy,13,3.49,45.37,27.3
2026-02-21,P002,Sourdough Bread,Bakery,7,4.99,34.93,17.5
2026-02-21,P003,Organic Eggs (12pk),Dairy,7,5.99,41.93,24.5
2026-02-21,P004,Archi POP's Chips (4pk),Snacks,4,6.49,25.96,12.8
2026-02-21,P005,Cold Brew Coffee,Beverages,16,4.29,68.64,28.8
2026-02-21,P006,Greek Yogurt 500g,Dairy,8,3.99,31.92,17.6
2026-02-21,P007,Sparkling Water (6pk),Beverages,10,5.49,54.9,28.0
2026-02-21,P008,Dark Chocolate Bar,Snacks,4,3.29,13.16,6.0
2026-02-21,P009,Fresh Orange Juice 1L,Beverages,16,4.79,76.64,41.6
2026-02-21,P010,Winter Scarf (Wool),Seasonal,2,19.99,39.98,16.0
2026-02-21,P011,Summer Hat (Straw),Seasonal,1,14.99,14.99,5.5
2026-02-21,P012,Trail Mix 250g,Snacks,4,4.49,17.96,9.2
2026-02-21,P013,Almond Milk 1L,Dairy,9,3.99,35.91,21.6
2026-02-21,P014,Croissants (4pk),Bakery,8,5.49,43.92,22.4
2026-02-21,P015,Energy Drink Can,Beverages,22,2.99,65.78,26.4
2026-02-22,P001,Whole Milk 1L,Dairy,10,3.49,34.9,21.0
2026-02-22,P002,Sourdough Bread,Bakery,5,4.99,24.95,12.5
2026-02-22,P003,Organic Eggs (12pk),Dairy,10,5.99,59.9,35.0
2026-02-22,P004,Archi POP's Chips (4pk),Snacks,6,6.49,38.94,19.2
2026-02-22,P005,Cold Brew Coffee,Beverages,10,4.29,42.9,18.0
2026-02-22,P006,Greek Yogurt 500g,Dairy,10,3.99,39.9,22.0
2026-02-22,P007,Sparkling Water (6pk),Beverages,17,5.49,93.33,47.6
2026-02-22,P008,Dark Chocolate Bar,Snacks,3,3.29,9.87,4.5
2026-02-22,P009,Fresh Orange Juice 1L,Beverages,17,4.79,81.43,44.2
2026-02-22,P010,Winter Scarf (Wool),Seasonal,5,19.99,99.95,40.0
2026-02-22,P011,Summer Hat (Straw),Seasonal,3,14.99,44.97,16.5
2026-02-22,P012,Trail Mix 250g,Snacks,5,4.49,22.45,11.5
2026-02-22,P013,Almond Milk 1L,Dairy,13,3.99,51.87,31.2
2026-02-22,P014,Croissants (4pk),Bakery,11,5.49,60.39,30.8
2026-02-22,P015,Energy Drink Can,Beverages,19,2.99,56.81,22.8
2026-02-23,P001,Whole Milk 1L,Dairy,6,3.49,20.94,12.6
2026-02-23,P002,Sourdough Bread,Bakery,5,4.99,24.95,12.5
2026-02-23,P003,Organic Eggs (12pk),Dairy,13,5.99,77.87,45.5
2026-02-23,P004,Archi POP's Chips (4pk),Snacks,4,6.49,25.96,12.8
2026-02-23,P005,Cold Brew Coffee,Beverages,7,4.29,30.03,12.6
2026-02-23,P006,Greek Yogurt 500g,Dairy,8,3.99,31.92,17.6
2026-02-23,P007,Sparkling Water (6pk),Beverages,5,5.49,27.45,14.0
2026-02-23,P008,Dark Chocolate Bar,Snacks,1,3.29,3.29,1.5
2026-02-23,P009,Fresh Orange Juice 1L,Beverages,10,4.79,47.9,26.0
2026-02-23,P010,Winter Scarf (Wool),Seasonal,4,19.99,79.96,32.0
2026-02-23,P011,Summer Hat (Straw),Seasonal,2,14.99,29.98,11.0
2026-02-23,P012,Trail Mix 250g,Snacks,2,4.49,8.98,4.6
2026-02-23,P013,Almond Milk 1L,Dairy,12,3.99,47.88,28.8
2026-02-23,P014,Croissants (4pk),Bakery,2,5.49,10.98,5.6
2026-02-23,P015,Energy Drink Can,Beverages,9,2.99,26.91,10.8
2026-02-24,P001,Whole Milk 1L,Dairy,8,3.49,27.92,16.8
2026-02-24,P002,Sourdough Bread,Bakery,5,4.99,24.95,12.5
2026-02-24,P003,Organic Eggs (12pk),Dairy,4,5.99,23.96,14.0
2026-02-24,P004,Archi POP's Chips (4pk),Snacks,3,6.49,19.47,9.6
2026-02-24,P005,Cold Brew Coffee,Beverages,11,4.29,47.19,19.8
2026-02-24,P006,Greek Yogurt 500g,Dairy,8,3.99,31.92,17.6
2026-02-24,P007,Sparkling Water (6pk),Beverages,6,5.49,32.94,16.8
2026-02-24,P008,Dark Chocolate Bar,Snacks,1,3.29,3.29,1.5
2026-02-24,P009,Fresh Orange Juice 1L,Beverages,11,4.79,52.69,28.6
2026-02-24,P010,Winter Scarf (Wool),Seasonal,8,19.99,159.92,64.0
2026-02-24,P012,Trail Mix 250g,Snacks,5,4.49,22.45,11.5
2026-02-24,P013,Almond Milk 1L,Dairy,6,3.99,23.94,14.4
2026-02-24,P014,Croissants (4pk),Bakery,6,5.49,32.94,16.8
2026-02-24,P015,Energy Drink Can,Beverages,11,2.99,32.89,13.2
2026-02-25,P001,Whole Milk 1L,Dairy,3,3.49,10.47,6.3
2026-02-25,P002,Sourdough Bread,Bakery,5,4.99,24.95,12.5
2026-02-25,P003,Organic Eggs (12pk),Dairy,12,5.99,71.88,42.0
2026-02-25,P004,Archi POP's Chips (4pk),Snacks,4,6.49,25.96,12.8
2026-02-25,P005,Cold Brew Coffee,Beverages,9,4.29,38.61,16.2
2026-02-25,P006,Greek Yogurt 500g,Dairy,10,3.99,39.9,22.0
2026-02-25,P007,Sparkling Water (6pk),Beverages,10,5.49,54.9,28.0
2026-02-25,P008,Dark Chocolate Bar,Snacks,3,3.29,9.87,4.5
2026-02-25,P009,Fresh Orange Juice 1L,Beverages,9,4.79,43.11,23.4
2026-02-25,P010,Winter Scarf (Wool),Seasonal,5,19.99,99.95,40.0
2026-02-25,P011,Summer Hat (Straw),Seasonal,1,14.99,14.99,5.5
2026-02-25,P012,Trail Mix 250g,Snacks,7,4.49,31.43,16.1
2026-02-25,P013,Almond Milk 1L,Dairy,6,3.99,23.94,14.4
2026-02-25,P014,Croissants (4pk),Bakery,7,5.49,38.43,19.6
2026-02-25,P015,Energy Drink Can,Beverages,5,2.99,14.95,6.0
2026-02-26,P001,Whole Milk 1L,Dairy,7,3.49,24.43,14.7
2026-02-26,P002,Sourdough Bread,Bakery,9,4.99,44.91,22.5
2026-02-26,P003,Organic Eggs (12pk),Dairy,7,5.99,41.93,24.5
2026-02-26,P004,Archi POP's Chips (4pk),Snacks,7,6.49,45.43,22.4
2026-02-26,P005,Cold Brew Coffee,Beverages,14,4.29,60.06,25.2
2026-02-26,P006,Greek Yogurt 500g,Dairy,7,3.99,27.93,15.4
2026-02-26,P007,Sparkling Water (6pk),Beverages,8,5.49,43.92,22.4
2026-02-26,P008,Dark Chocolate Bar,Snacks,4,3.29,13.16,6.0
2026-02-26,P009,Fresh Orange Juice 1L,Beverages,14,4.79,67.06,36.4
2026-02-26,P010,Winter Scarf (Wool),Seasonal,9,19.99,179.91,72.0
2026-02-26,P011,Summer Hat (Straw),Seasonal,1,14.99,14.99,5.5
2026-02-26,P012,Trail Mix 250g,Snacks,3,4.49,13.47,6.9
2026-02-26,P013,Almond Milk 1L,Dairy,5,3.99,19.95,12.0
2026-02-26,P014,Croissants (4pk),Bakery,3,5.49,16.47,8.4
2026-02-26,P015,Energy Drink Can,Beverages,11,2.99,32.89,13.2
2026-02-27,P001,Whole Milk 1L,Dairy,5,3.49,17.45,10.5
2026-02-27,P002,Sourdough Bread,Bakery,6,4.99,29.94,15.0
2026-02-27,P003,Organic Eggs (12pk),Dairy,4,5.99,23.96,14.0
2026-02-27,P004,Archi POP's Chips (4pk),Snacks,3,6.49,19.47,9.6
2026-02-27,P005,Cold Brew Coffee,Beverages,7,4.29,30.03,12.6
2026-02-27,P006,Greek Yogurt 500g,Dairy,8,3.99,31.92,17.6
2026-02-27,P007,Sparkling Water (6pk),Beverages,11,5.49,60.39,30.8
2026-02-27,P009,Fresh Orange Juice 1L,Beverages,13,4.79,62.27,33.8
2026-02-27,P010,Winter Scarf (Wool),Seasonal,3,19.99,59.97,24.0
2026-02-27,P012,Trail Mix 250g,Snacks,1,4.49,4.49,2.3
2026-02-27,P013,Almond Milk 1L,Dairy,7,3.99,27.93,16.8
2026-02-27,P014,Croissants (4pk),Bakery,7,5.49,38.43,19.6
2026-02-27,P015,Energy Drink Can,Beverages,15,2.99,44.85,18.0
2026-02-28,P001,Whole Milk 1L,Dairy,10,3.49,34.9,21.0
2026-02-28,P002,Sourdough Bread,Bakery,10,4.99,49.9,25.0
2026-02-28,P003,Organic Eggs (12pk),Dairy,13,5.99,77.87,45.5
2026-02-28,P004,Archi POP's Chips (4pk),Snacks,5,6.49,32.45,16.0
2026-02-28,P005,Cold Brew Coffee,Beverages,17,4.29,72.93,30.6
2026-02-28,P006,Greek Yogurt 500g,Dairy,7,3.99,27.93,15.4
2026-02-28,P007,Sparkling Water (6pk),Beverages,23,5.49,126.27,64.4
2026-02-28,P008,Dark Chocolate Bar,Snacks,7,3.29,23.03,10.5
2026-02-28,P009,Fresh Orange Juice 1L,Beverages,16,4.79,76.64,41.6
2026-02-28,P010,Winter Scarf (Wool),Seasonal,4,19.99,79.96,32.0
2026-02-28,P011,Summer Hat (Straw),Seasonal,1,14.99,14.99,5.5
2026-02-28,P012,Trail Mix 250g,Snacks,8,4.49,35.92,18.4
2026-02-28,P013,Almond Milk 1L,Dairy,11,3.99,43.89,26.4
2026-02-28,P014,Croissants (4pk),Bakery,5,5.49,27.45,14.0
2026-02-28,P015,Energy Drink Can,Beverages,15,2.99,44.85,18.0
2026-03-01,P001,Whole Milk 1L,Dairy,13,3.49,45.37,27.3
2026-03-01,P002,Sourdough Bread,Bakery,8,4.99,39.92,20.0
2026-03-01,P003,Organic Eggs (12pk),Dairy,16,5.99,95.84,56.0
2026-03-01,P004,Archi POP's Chips (4pk),Snacks,4,6.49,25.96,12.8
2026-03-01,P005,Cold Brew Coffee,Beverages,19,4.29,81.51,34.2
2026-03-01,P006,Greek Yogurt 500g,Dairy,12,3.99,47.88,26.4
2026-03-01,P007,Sparkling Water (6pk),Beverages,12,5.49,65.88,33.6
2026-03-01,P008,Dark Chocolate Bar,Snacks,5,3.29,16.45,7.5
2026-03-01,P009,Fresh Orange Juice 1L,Beverages,8,4.79,38.32,20.8
2026-03-01,P011,Summer Hat (Straw),Seasonal,3,14.99,44.97,16.5
2026-03-01,P012,Trail Mix 250g,Snacks,3,4.49,13.47,6.9
2026-03-01,P013,Almond Milk 1L,Dairy,16,3.99,63.84,38.4
2026-03-01,P014,Croissants (4pk),Bakery,11,5.49,60.39,30.8
2026-03-01,P015,Energy Drink Can,Beverages,11,2.99,32.89,13.2
2026-03-02,P001,Whole Milk 1L,Dairy,12,3.49,41.88,25.2
2026-03-02,P002,Sourdough Bread,Bakery,9,4.99,44.91,22.5
2026-03-02,P003,Organic Eggs (12pk),Dairy,8,5.99,47.92,28.0
2026-03-02,P004,Archi POP's Chips (4pk),Snacks,8,6.49,51.92,25.6
2026-03-02,P005,Cold Brew Coffee,Beverages,10,4.29,42.9,18.0
2026-03-02,P006,Greek Yogurt 500g,Dairy,10,3.99,39.9,22.0
2026-03-02,P007,Sparkling Water (6pk),Beverages,14,5.49,76.86,39.2
2026-03-02,P008,Dark Chocolate Bar,Snacks,4,3.29,13.16,6.0
2026-03-02,P009,Fresh Orange Juice 1L,Beverages,10,4.79,47.9,26.0
2026-03-02,P010,Winter Scarf (Wool),Seasonal,3,19.99,59.97,24.0
2026-03-02,P011,Summer Hat (Straw),Seasonal,5,14.99,74.95,27.5
2026-03-02,P012,Trail Mix 250g,Snacks,2,4.49,8.98,4.6
2026-03-02,P013,Almond Milk 1L,Dairy,11,3.99,43.89,26.4
2026-03-02,P014,Croissants (4pk),Bakery,10,5.49,54.9,28.0
2026-03-02,P015,Energy Drink Can,Beverages,11,2.99,32.89,13.2
2026-03-03,P001,Whole Milk 1L,Dairy,8,3.49,27.92,16.8
2026-03-03,P002,Sourdough Bread,Bakery,2,4.99,9.98,5.0
2026-03-03,P003,Organic Eggs (12pk),Dairy,10,5.99,59.9,35.0
2026-03-03,P004,Archi POP's Chips (4pk),Snacks,2,6.49,12.98,6.4
2026-03-03,P005,Cold Brew Coffee,Beverages,14,4.29,60.06,25.2
2026-03-03,P006,Greek Yogurt 500g,Dairy,10,3.99,39.9,22.0
2026-03-03,P007,Sparkling Water (6pk),Beverages,10,5.49,54.9,28.0
2026-03-03,P008,Dark Chocolate Bar,Snacks,4,3.29,13.16,6.0
2026-03-03,P009,Fresh Orange Juice 1L,Beverages,9,4.79,43.11,23.4
2026-03-03,P012,Trail Mix 250g,Snacks,4,4.49,17.96,9.2
2026-03-03,P013,Almond Milk 1L,Dairy,7,3.99,27.93,16.8
2026-03-03,P014,Croissants (4pk),Bakery,3,5.49,16.47,8.4
2026-03-03,P015,Energy Drink Can,Beverages,5,2.99,14.95,6.0
2026-03-04,P001,Whole Milk 1L,Dairy,9,3.49,31.41,18.9
2026-03-04,P002,Sourdough Bread,Bakery,10,4.99,49.9,25.0
2026-03-04,P003,Organic Eggs (12pk),Dairy,4,5.99,23.96,14.0
2026-03-04,P004,Archi POP's Chips (4pk),Snacks,3,6.49,19.47,9.6
2026-03-04,P005,Cold Brew Coffee,Beverages,10,4.29,42.9,18.0
2026-03-04,P006,Greek Yogurt 500g,Dairy,5,3.99,19.95,11.0
2026-03-04,P007,Sparkling Water (6pk),Beverages,11,5.49,60.39,30.8
2026-03-04,P008,Dark Chocolate Bar,Snacks,3,3.29,9.87,4.5
2026-03-04,P009,Fresh Orange Juice 1L,Beverages,20,4.79,95.8,52.0
2026-03-04,P011,Summer Hat (Straw),Seasonal,2,14.99,29.98,11.0
2026-03-04,P012,Trail Mix 250g,Snacks,3,4.49,13.47,6.9
2026-03-04,P013,Almond Milk 1L,Dairy,7,3.99,27.93,16.8
2026-03-04,P014,Croissants (4pk),Bakery,3,5.49,16.47,8.4
2026-03-04,P015,Energy Drink Can,Beverages,12,2.99,35.88,14.4
2026-03-05,P001,Whole Milk 1L,Dairy,10,3.49,34.9,21.0
2026-03-05,P002,Sourdough Bread,Bakery,7,4.99,34.93,17.5
2026-03-05,P003,Organic Eggs (12pk),Dairy,4,5.99,23.96,14.0
2026-03-05,P004,Archi POP's Chips (4pk),Snacks,4,6.49,25.96,12.8
2026-03-05,P005,Cold Brew Coffee,Beverages,8,4.29,34.32,14.4
2026-03-05,P006,Greek Yogurt 500g,Dairy,9,3.99,35.91,19.8
2026-03-05,P007,Sparkling Water (6pk),Beverages,13,5.49,71.37,36.4
2026-03-05,P008,Dark Chocolate Bar,Snacks,2,3.29,6.58,3.0
2026-03-05,P009,Fresh Orange Juice 1L,Beverages,13,4.79,62.27,33.8
2026-03-05,P011,Summer Hat (Straw),Seasonal,4,14.99,59.96,22.0
2026-03-05,P012,Trail Mix 250g,Snacks,5,4.49,22.45,11.5
2026-03-05,P013,Almond Milk 1L,Dairy,8,3.99,31.92,19.2
2026-03-05,P014,Croissants (4pk),Bakery,3,5.49,16.47,8.4
2026-03-05,P015,Energy Drink Can,Beverages,13,2.99,38.87,15.6
2026-03-06,P001,Whole Milk 1L,Dairy,4,3.49,13.96,8.4
2026-03-06,P002,Sourdough Bread,Bakery,3,4.99,14.97,7.5
2026-03-06,P003,Organic Eggs (12pk),Dairy,10,5.99,59.9,35.0
2026-03-06,P004,Archi POP's Chips (4pk),Snacks,4,6.49,25.96,12.8
2026-03-06,P005,Cold Brew Coffee,Beverages,15,4.29,64.35,27.0
2026-03-06,P006,Greek Yogurt 500g,Dairy,8,3.99,31.92,17.6
2026-03-06,P007,Sparkling Water (6pk),Beverages,21,5.49,115.29,58.8
2026-03-06,P008,Dark Chocolate Bar,Snacks,7,3.29,23.03,10.5
2026-03-06,P009,Fresh Orange Juice 1L,Beverages,16,4.79,76.64,41.6
2026-03-06,P010,Winter Scarf (Wool),Seasonal,3,19.99,59.97,24.0
2026-03-06,P011,Summer Hat (Straw),Seasonal,3,14.99,44.97,16.5
2026-03-06,P012,Trail Mix 250g,Snacks,6,4.49,26.94,13.8
2026-03-06,P013,Almond Milk 1L,Dairy,11,3.99,43.89,26.4
2026-03-06,P014,Croissants (4pk),Bakery,6,5.49,32.94,16.8
2026-03-06,P015,Energy Drink Can,Beverages,12,2.99,35.88,14.4
2026-03-07,P001,Whole Milk 1L,Dairy,13,3.49,45.37,27.3
2026-03-07,P002,Sourdough Bread,Bakery,9,4.99,44.91,22.5
2026-03-07,P003,Organic Eggs (12pk),Dairy,14,5.99,83.86,49.0
2026-03-07,P004,Archi POP's Chips (4pk),Snacks,5,6.49,32.45,16.0
2026-03-07,P005,Cold Brew Coffee,Beverages,12,4.29,51.48,21.6
2026-03-07,P006,Greek Yogurt 500g,Dairy,7,3.99,27.93,15.4
2026-03-07,P007,Sparkling Water (6pk),Beverages,16,5.49,87.84,44.8
2026-03-07,P008,Dark Chocolate Bar,Snacks,2,3.29,6.58,3.0
2026-03-07,P009,Fresh Orange Juice 1L,Beverages,14,4.79,67.06,36.4
2026-03-07,P010,Winter Scarf (Wool),Seasonal,2,19.99,39.98,16.0
2026-03-07,P011,Summer Hat (Straw),Seasonal,5,14.99,74.95,27.5
2026-03-07,P012,Trail Mix 250g,Snacks,5,4.49,22.45,11.5
2026-03-07,P013,Almond Milk 1L,Dairy,7,3.99,27.93,16.8
2026-03-07,P014,Croissants (4pk),Bakery,14,5.49,76.86,39.2
2026-03-07,P015,Energy Drink Can,Beverages,20,2.99,59.8,24.0
2026-03-08,P001,Whole Milk 1L,Dairy,5,3.49,17.45,10.5
2026-03-08,P002,Sourdough Bread,Bakery,10,4.99,49.9,25.0
2026-03-08,P003,Organic Eggs (12pk),Dairy,11,5.99,65.89,38.5
2026-03-08,P004,Archi POP's Chips (4pk),Snacks,2,6.49,12.98,6.4
2026-03-08,P005,Cold Brew Coffee,Beverages,19,4.29,81.51,34.2
2026-03-08,P006,Greek Yogurt 500g,Dairy,11,3.99,43.89,24.2
2026-03-08,P007,Sparkling Water (6pk),Beverages,13,5.49,71.37,36.4
2026-03-08,P008,Dark Chocolate Bar,Snacks,2,3.29,6.58,3.0
2026-03-08,P009,Fresh Orange Juice 1L,Beverages,21,4.79,100.59,54.6
2026-03-08,P011,Summer Hat (Straw),Seasonal,3,14.99,44.97,16.5
2026-03-08,P012,Trail Mix 250g,Snacks,1,4.49,4.49,2.3
2026-03-08,P013,Almond Milk 1L,Dairy,6,3.99,23.94,14.4
2026-03-08,P014,Croissants (4pk),Bakery,7,5.49,38.43,19.6
2026-03-08,P015,Energy Drink Can,Beverages,14,2.99,41.86,16.8
2026-03-09,P001,Whole Milk 1L,Dairy,9,3.49,31.41,18.9
2026-03-09,P002,Sourdough Bread,Bakery,7,4.99,34.93,17.5
2026-03-09,P003,Organic Eggs (12pk),Dairy,9,5.99,53.91,31.5
2026-03-09,P005,Cold Brew Coffee,Beverages,21,4.29,90.09,37.8
